# LAMMPS data file written by OVITO Basic 3.5.4
576 atoms
2 atom types
6.6495986821 58.1894130687 xlo xhi
5.0788997838 42.364279546 ylo yhi
0.0 30.0 zlo zhi

Atoms  # atomic

1 1 55.3145 15.1129 3.82958
2 1 54.8109 15.9524 2.61834
3 1 12.595 14.954 3.34524
4 1 13.817 15.8293 2.99632
5 1 25.7942 13.359 2.42765
6 1 24.4952 13.1723 3.24969
7 1 7.69616 5.91713 3.0738
8 1 58.0352 6.13441 3.94314
9 1 17.6008 7.68126 3.11148
10 1 16.2922 8.5048 3.67876
11 1 52.0604 6.70282 3.11636
12 1 50.589 6.93831 3.49799
13 1 10.1458 14.8451 3.54524
14 1 10.0589 16.3851 2.77065
15 1 10.4397 27.7981 3.18769
16 1 10.1042 26.3737 2.72412
17 1 7.85496 10.9051 3.12429
18 1 7.82157 9.54715 2.59805
19 1 14.2307 8.7269 3.36013
20 1 15.019 7.95853 2.3406
21 1 18.401 10.0075 3.12828
22 1 19.4743 10.4166 2.15163
23 1 11.6072 19.9689 3.76259
24 1 10.9869 18.595 3.09298
25 1 15.5664 25.4444 3.12238
26 1 16.8296 24.4531 2.90444
27 1 8.93146 19.1157 3.17043
28 1 8.33131 17.6679 3.41699
29 1 57.3773 24.8463 2.41835
30 1 57.1705 23.3714 2.93089
31 1 21.353 17.0652 3.00042
32 1 22.6234 17.1736 3.9193
33 1 20.2425 32.3332 2.81651
34 1 19.0728 31.2872 2.42714
35 1 24.3071 17.4553 2.58159
36 1 25.4728 18.2352 3.10222
37 1 13.1875 22.5139 2.84762
38 1 13.2823 20.9132 2.66976
39 1 10.6574 12.0974 2.77837
40 1 11.5157 13.1214 2.03764
41 1 7.94944 23.9874 3.27075
42 1 8.82358 23.7634 2.01412
43 1 24.8245 33.5502 2.25123
44 1 24.995 33.5451 3.82042
45 1 56.412 26.1842 3.58629
46 1 57.4561 26.9598 2.63815
47 1 14.7211 29.0154 3.02143
48 1 16.2865 29.5336 3.01165
49 1 10.1809 34.0667 2.97081
50 1 11.3651 32.975 3.14102
51 1 21.9756 19.563 3.4304
52 1 21.0014 20.8541 3.45137
53 1 15.7172 40.2409 3.4852
54 1 15.425 38.7507 3.22918
55 1 9.67309 38.5058 3.16703
56 1 9.38413 39.988 3.16889
57 1 18.4183 39.569 2.85988
58 1 19.8339 38.9752 3.17593
59 1 11.7655 37.8241 2.85438
60 1 11.0447 36.4247 3.23558
61 1 14.3011 34.4978 3.61233
62 1 12.9829 34.7071 2.76841
63 1 13.2321 31.1588 2.90019
64 1 12.0012 30.7268 3.85805
65 1 18.3892 28.277 2.8986
66 1 18.3806 29.5332 3.82265
67 1 54.4324 35.7686 2.9305
68 1 55.0638 34.4118 2.37346
69 1 12.6028 41.2588 3.04074
70 1 12.0176 40.0166 3.83923
71 1 15.2094 42.0185 2.15718
72 1 14.5375 5.73993 3.13797
73 1 31.7964 33.3012 2.95126
74 1 32.6891 32.283 3.71753
75 1 45.2632 13.0172 2.87723
76 1 46.662 13.7306 3.30956
77 1 57.5751 8.20533 2.92956
78 1 56.0469 8.50816 3.16572
79 1 54.3515 5.26577 2.44029
80 1 54.0925 42.3071 3.76134
