# 
576 atoms
2 atom types
0.0 35.111279009 xlo xhi
-10.8235308368 21.6470616735 ylo yhi
0.0 30.0 zlo zhi

Masses

1 1.00794  # H
2 15.9994  # O

Atoms  # atomic

1 1 1.8148 -10.1212348368 3.28858
2 1 0.985632 -8.8484608368 3.67478
3 1 3.15426 -8.9755008368 2.32522
4 1 2.32509 -7.7027208368 2.71142
5 1 5.37454 -8.8484608368 3.67478
6 1 6.20371 -10.1212348368 3.28858
7 1 6.714 -7.7027208368 2.71142
8 1 7.54317 -8.9755008368 2.32522
9 1 4.48782 -7.4031208368 2.69256
10 1 5.39716 -6.1806208368 2.31772
11 1 3.97226 -4.9870308368 3.0351
12 1 3.2621 -6.1680008368 3.79163
13 1 7.65101 -6.1680008368 3.79163
14 1 8.36116 -4.9870308368 3.0351
15 1 1.00825 -6.1806208368 2.31772
16 1 0.0989057 -7.4031208368 2.69256
17 1 10.5926 -10.1212348368 3.28858
18 1 9.76345 -8.8484608368 3.67478
19 1 11.9321 -8.9755008368 2.32522
20 1 11.1029 -7.7027208368 2.71142
21 1 14.9815 -10.1212348368 3.28858
22 1 14.1524 -8.8484608368 3.67478
23 1 15.4918 -7.7027208368 2.71142
24 1 16.321 -8.9755008368 2.32522
25 1 13.2656 -7.4031208368 2.69256
26 1 14.175 -6.1806208368 2.31772
27 1 12.0399 -6.1680008368 3.79163
28 1 12.7501 -4.9870308368 3.0351
29 1 16.4288 -6.1680008368 3.79163
30 1 17.139 -4.9870308368 3.0351
31 1 9.78607 -6.1806208368 2.31772
32 1 8.87673 -7.4031208368 2.69256
33 1 1.02674 -3.6846508368 2.11066
34 1 1.82704 -4.6683408368 3.04921
35 1 2.31286 -2.3320908368 2.95079
36 1 3.11315 -3.3157808368 3.88934
37 1 5.41565 -3.6846508368 2.11066
38 1 6.21595 -4.6683408368 3.04921
39 1 6.70177 -2.3320908368 2.95079
40 1 7.50206 -3.3157808368 3.88934
41 1 4.55655 -2.0134008368 2.9649
42 1 5.2667 -0.8324208368 2.20837
43 1 3.13165 -0.8198308368 3.68228
44 1 4.04099 -10.4208368368 3.30744
45 1 7.52056 -0.8198308368 3.68228
46 1 8.4299 -10.4208368368 3.30744
47 1 0.877792 -0.8324208368 2.20837
48 1 0.167641 -2.0134008368 2.9649
49 1 9.80456 -3.6846508368 2.11066
50 1 10.6049 -4.6683408368 3.04921
51 1 11.0907 -2.3320908368 2.95079
52 1 11.891 -3.3157808368 3.88934
53 1 14.9938 -4.6683408368 3.04921
54 1 14.1935 -3.6846508368 2.11066
55 1 15.4796 -2.3320908368 2.95079
56 1 16.2799 -3.3157808368 3.88934
57 1 14.0445 -0.8324208368 2.20837
58 1 13.3344 -2.0134008368 2.9649
59 1 11.9095 -0.8198308368 3.68228
60 1 12.8188 -10.4208368368 3.30744
61 1 16.2984 -0.8198308368 3.68228
62 1 -0.347919 -10.4208368368 3.30744
63 1 9.65561 -0.8324208368 2.20837
64 1 8.94546 -2.0134008368 2.9649
